"Class","numLasersShot","distanceMoved","initialDist","finalDist","diffDist","powerUp","Die","Kill","minDistOpp","maxDistOpp","avgDistOpp","initialEnergy","finalEnergy","changeEnergy","avgEnergy","minEnergy","maxEnergy"
"Forager",2,1840.16891992268,2183.26819241247,691.297331110138,-1491.97086130233,0,0,0,691.297331110138,2183.26819241247,1578.39444598068,8,7,-1,6.61666666666667,6,8
"Forager",2,1670.95194443035,640.977378696004,234.029912618024,-406.947466077979,0,1,1,201.556443707464,929.520844306355,523.72552659456,7,5,-2,5.78333333333333,5,7
"Forager",0,5301.28174447344,234.029912618024,1766.64569169939,1532.61577908136,0,0,0,234.029912618024,2666.90701000241,722.768234617544,5,5,0,5,5,5
"Forager",0,2419.13699719874,1722.50892595655,353.96044976805,-1368.5484761885,0,0,0,256.632032295269,1722.50892595655,669.524984898284,5,5,0,5,5,5
"Forager",0,2211.37098859783,433.761455180149,2144.07299316045,1710.3115379803,0,0,0,433.761455180149,2144.07299316045,1374.88413664868,5,5,0,5,5,5
"Forager",0,2890.19335983756,2179.72681774575,4001.80071967608,1822.07390193033,0,0,0,2179.72681774575,4001.80071967608,3119.68812056765,5,5,0,5,5,5
"Forager",4,1273.16565568959,4008.59189741236,4337.25085739804,328.658959985679,1,0,0,3863.10872225983,4337.25085739804,4096.44077216666,5,3,-2,3.3,2,5
"Forager",1,2213.97683887164,4337.25085739804,3327.71828735547,-1009.53257004257,0,0,0,3327.71828735547,4521.42554953634,4055.89416563125,4,5,1,4.95,4,6
"Forager",0,2341.09973303297,3287.7878581198,3177.7064055699,-110.081452549899,0,0,0,2236.29626838664,3287.7878581198,2732.3936299211,5,6,1,5.53333333333333,5,6
"Forager",0,2403.1806909937,3215.83239613012,3500.28013164661,284.447735516487,0,0,0,3215.83239613012,4414.21997639447,3879.42265408075,6,7,1,6.48333333333333,6,7
"Forager",1,2320.74362194323,3461.90135619142,1884.45350168159,-1577.44785450983,0,0,0,1644.24602781944,3461.90135619142,2438.05956329797,7,7,0,7,7,7
"Forager",1,2441.6759714177,1930.80423658122,4079.84129593297,2149.03705935174,0,0,0,1930.80423658122,4079.84129593297,3048.76060971751,7,6,-1,6.98333333333333,6,7
"Forager",2,1359.67804907922,4079.84129593297,2983.09989775736,-1096.7413981756,1,0,0,2983.09989775736,4079.84129593297,3727.30185028206,6,6,0,5.53333333333333,4,6
"Forager",1,2119.88620188094,2982.28184449425,1395.12759273122,-1587.15425176303,0,0,0,1395.12759273122,2982.28184449425,2215.06980675747,6,6,0,5.18333333333333,5,6
"Forager",1,0,1344.28456808817,963.357669819471,-380.9268982687,0,1,0,797.734918378279,1344.28456808817,964.460923300352,6,5,-1,5.2,5,6
"Forager",0,2569.02843486747,963.357669819471,969.705109814319,6.34743999484829,0,0,0,963.357669819471,2334.57662114568,1453.08239655693,5,6,1,5.58333333333333,5,6
"Forager",1,989.116882454314,930.036558421227,210.924156985396,-719.112401435831,0,1,1,160.112460477003,930.036558421227,300.517886005096,6,5,-1,5.43333333333333,5,6
"Forager",0,4984.3534416408,210.924156985396,513.678888022469,302.754731037073,0,0,0,210.924156985396,2737.39474683503,954.235697803766,5,6,1,5.08333333333333,5,6
"Forager",1,238,440.156790246385,201.950488981829,-238.206301264555,0,1,1,200.359676581891,440.156790246385,210.496242097624,6,5,-1,5.08333333333333,5,6
"Forager",0,3244.15518889426,201.950488981829,1163.47754598015,961.527056998324,0,0,0,201.950488981829,2604.77254285283,1585.811159661,5,6,1,5.16666666666667,5,6
"Forager",0,2320.04285604962,1171.42648083437,2262.21307572916,1090.78659489479,0,0,0,1171.42648083437,2283.15746281329,1676.608641589,6,7,1,6.7,6,7
"Forager",0,2233.42817119581,2260.12566022334,2564.91032981662,304.784669593277,0,0,0,2213.09014728275,2564.91032981662,2319.41312019238,7,7,0,7,7,7
"Forager",3,1306.19805153395,2593.72415649776,2935.58256569288,341.858409195125,0,0,0,2593.72415649776,3260.30504707765,3095.17066754247,7,4,-3,5.65,4,7
"Forager",0,2850.19335983756,2914.44076968464,2485.98571999117,-428.455049693474,0,0,0,2230.81263220379,2914.44076968464,2477.99801634064,5,6,1,5.78333333333333,5,6
"Forager",0,2591.23776789902,2474.00181891607,2264.56000141308,-209.441817502987,0,0,0,2220.46661762793,2490.43871637107,2387.26750426373,6,7,1,6.68333333333333,6,7
"Forager",3,1419.13906043336,2290.65754751774,3000.60010664534,709.942559127593,0,0,0,2290.65754751774,3100.36143054322,2852.50670857742,7,4,-3,6.1,4,7
"Forager",0,1994.80230740355,2967.67939643082,3381.56191722109,413.882520790273,1,0,0,2869.99668989356,3473.29253015061,3252.26473865455,5,8,3,7.18333333333333,5,8
"Forager",0,0,3381.56191722109,3381.56191722109,0,0,0,0,3381.56191722109,3381.56191722109,3381.56191722109,8,8,0,8,8,8
"Forager",0,0,3381.56191722109,3421.26307085556,39.7011536344635,0,0,0,3381.56191722109,3421.26307085556,3382.223603115,8,8,0,8,8,8
"Forager",0,0,3460.97110649598,4988.44274298102,1527.47163648504,0,0,0,3460.97110649598,4988.44274298102,4436.28548296376,8,8,0,8,8,8
"Forager",0,0,5000.65605695893,5225.13406526569,224.478008306768,0,0,0,5000.65605695893,5225.13406526569,5193.42373037236,8,8,0,8,8,8
"Forager",0,0,5225.13406526569,5225.13406526569,0,0,0,0,5225.13406526569,5225.13406526569,5225.13406526569,8,8,0,8,8,8
"Forager",0,0,5225.13406526569,5225.13406526569,0,0,0,0,5225.13406526569,5225.13406526569,5225.13406526569,8,8,0,8,8,8
"Forager",0,0,5225.13406526569,5172.47580951327,-52.6582557524207,0,0,0,5172.47580951327,5225.13406526569,5224.25642766982,8,8,0,8,8,8
"Forager",0,0,5119.9009756049,2548.79304769924,-2571.10792790566,0,0,0,2548.79304769924,5119.9009756049,3806.20573767471,8,8,0,8,8,8
"Forager",0,0,2508.85352302601,4101.1542277754,1592.30070474939,0,0,0,2466.98723142217,4101.1542277754,3510.04152420982,8,8,0,8,8,8
"Forager",0,0,4101.1542277754,3641.97885770909,-459.175370066306,0,0,0,3641.97885770909,4101.1542277754,3946.25523523049,8,8,0,8,8,8
"Forager",0,0,3656.13046813157,3641.97885770909,-14.1516104224847,0,0,0,3641.97885770909,3656.13046813157,3649.05466292033,8,8,0,8,8,8
"Forager",0,0,3656.13046813157,3656.13046813157,0,0,0,0,3641.97885770909,3656.13046813157,3649.29052309404,8,8,0,8,8,8
"Forager",0,0,3656.13046813157,3656.13046813157,0,0,0,0,3656.13046813157,3656.13046813157,3656.13046813157,8,8,0,8,8,8
"Forager",0,0,3656.13046813157,3656.13046813157,0,0,0,0,3656.13046813157,3656.13046813157,3656.13046813157,8,8,0,8,8,8
"Forager",0,0,3656.13046813157,3656.13046813157,0,0,0,0,3656.13046813157,3656.13046813157,3656.13046813157,8,8,0,8,8,8
"Forager",0,0,3656.13046813157,3656.13046813157,0,0,0,0,3656.13046813157,3656.13046813157,3656.13046813157,8,8,0,8,8,8
"Forager",0,0,3656.13046813157,3693.49834168096,37.3678735493859,0,0,0,3656.13046813157,3693.49834168096,3656.75326602406,8,8,0,8,8,8
"Forager",0,0,3730.92079787283,3975.0724521699,244.151654297072,0,0,0,3730.92079787283,4140.52714035303,4050.43978938007,8,8,0,8,8,8
"Forager",0,0,3975.0724521699,3979.76996822681,4.69751605690999,0,0,0,3918.62220684771,4028.61179564376,3968.49444088324,8,8,0,8,8,8
"Forager",0,0,3979.76996822681,3952.04769708059,-27.7222711462164,0,0,0,3923.28548540633,4031.52588978416,3973.50948522701,8,8,0,8,8,8
"Forager",0,0,3962.69617810904,4000.88190278094,38.1857246718946,0,0,0,3962.69617810904,4037.50616098601,4002.64335022172,8,8,0,8,8,8
"Forager",0,0,4000.88190278094,4026.51213831524,25.6302355343087,0,0,0,4000.88190278094,4053.68178326814,4014.04430083072,8,8,0,8,8,8
"Forager",0,0,4041.6157660025,2015.36820457206,-2026.24756143045,0,0,0,2015.36820457206,4041.6157660025,3081.12428290447,8,8,0,8,8,8
"Forager",0,0,2015.36820457206,1604.17112553493,-411.197079037129,0,0,0,1604.17112553493,2042.53274147564,1966.92020067884,8,8,0,8,8,8
"Forager",1,282.842712474619,1582.11409196682,235.594991457798,-1346.51910050902,0,1,1,235.594991457798,1600.31403168253,700.389812278301,8,7,-1,7.53333333333333,7,8
"Forager",0,6179.91833890784,235.594991457798,488.082984747471,252.487993289673,0,0,0,235.594991457798,1655.49781032776,535.443478431862,7,7,0,7,7,7
"Forager",1,1688.52813742386,488.983639808123,325.651654379338,-163.331985428784,0,1,0,293.613691778841,654.682365731658,407.5897337081,7,6,-1,6.53333333333333,6,7
"Forager",0,1939.88541697732,359.289576804004,2444.23505416316,2084.94547735916,0,0,0,359.289576804004,2471.23552094898,1416.62361213205,6,6,0,6,6,6
"Forager",0,2319.83470324791,2436.48209515276,1166.34514617244,-1270.13694898033,0,0,0,1166.34514617244,2436.48209515276,1823.16622687973,6,7,1,6.21666666666667,6,7
"Forager",0,2472.33758399431,1165.10986606414,2501.36942493507,1336.25955887093,0,0,0,1165.10986606414,2501.36942493507,1646.50006167135,7,7,0,7,7,7
"Forager",0,1320,2538.60296226094,3774.69800116513,1236.09503890419,0,0,0,2538.60296226094,3774.69800116513,3421.33229102385,7,8,1,7.45,7,8
"Forager",0,0,3774.69800116513,3774.69800116513,0,0,0,0,3774.69800116513,3774.69800116513,3774.69800116513,8,8,0,8,8,8
"Forager",0,0,3774.69800116513,3774.69800116513,0,0,0,0,3774.69800116513,3774.69800116513,3774.69800116513,8,8,0,8,8,8
"Forager",0,0,3774.69800116513,3774.69800116513,0,0,0,0,3774.69800116513,3774.69800116513,3774.69800116513,8,8,0,8,8,8
"Forager",0,0,3774.69800116513,3774.69800116513,0,0,0,0,3774.69800116513,3774.69800116513,3774.69800116513,8,8,0,8,8,8
"Forager",0,0,3774.69800116513,3774.69800116513,0,0,0,0,3774.69800116513,3774.69800116513,3774.69800116513,8,8,0,8,8,8
"Forager",0,0,3774.69800116513,3739.88890209322,-34.8090990719102,0,0,0,3739.88890209322,3774.69800116513,3774.11784951393,8,8,0,8,8,8
"Forager",0,0,3704.21516653663,1587.80666329374,-2116.40850324289,0,0,0,1587.80666329374,3704.21516653663,2611.9040942944,8,8,0,8,8,8
"Forager",0,1674.62084437943,1548.03423734748,281.016013778575,-1267.01822356891,0,0,0,228.02192877002,1548.03423734748,641.091013191987,8,8,0,8,8,8
"Forager",1,626.274169979695,281.016013778575,214.671842587704,-66.3441711908705,0,1,0,214.671842587704,348.381974275363,239.641906958261,8,7,-1,7.18333333333333,7,8
"Forager",1,4442.78648316992,214.671842587704,2101.44331353477,1886.77147094707,0,0,0,214.671842587704,2838.35198662886,1838.82615588881,7,7,0,7.61666666666667,7,8
"Forager",3,1627.49451609023,2061.89815461385,1573.11474470237,-488.783409911481,1,0,0,895.831457362377,2061.89815461385,1422.90056273755,7,6,-1,6.03333333333333,5,7
"Forager",1,1294.33960034206,1505.73370819677,152.777616161531,-1352.95609203524,0,0,0,150.119952038362,1505.73370819677,507.702473179502,6,5,-1,5.51666666666667,5,6
"Forager",3,1320.65302910488,4800,2749.02200791481,-2050.97799208519,0,0,0,2749.02200791481,4800,3396.72977713058,3,0,-3,2.25,0,3
"Forager",0,2319.17123746217,2749.02200791481,2966.67237827166,217.650370356841,0,0,0,2337.01048350237,3238.44561479732,2733.53677932296,1,1,0,1,1,1
"Forager",1,2121.19284436009,2940.10629059563,250.161947545985,-2689.94434304965,0,1,1,250.161947545985,2940.10629059563,1395.208996362,2,1,-1,1.8,1,2
"Forager",0,3163.06006898383,250.161947545985,1307.0183625336,1056.85641498761,0,0,0,250.161947545985,1307.0183625336,408.690409794126,2,2,0,2,2,2
"Forager",0,2491.05176800442,1307.0183625336,1765.6075441615,458.589181627904,0,0,0,1176.22191783694,1765.6075441615,1457.40380910591,3,3,0,3,3,3
"Forager",3,1430.0871805507,1832.38232910056,4410.0545348102,2577.67220570964,0,0,0,1832.38232910056,4410.0545348102,3651.40366801101,4,1,-3,3.3,1,4
"Forager",0,280,4410.0545348102,4155.74072819756,-254.313806612637,1,0,0,4155.74072819756,4410.0545348102,4172.66445694375,2,4,2,3.76666666666667,2,4
"Forager",0,0,4155.74072819756,4155.74072819756,0,0,0,0,4155.74072819756,4155.74072819756,4155.74072819756,5,5,0,5,5,5
"Forager",0,0,4155.74072819756,4155.74072819756,0,0,0,0,4155.74072819756,4155.74072819756,4155.74072819756,5,5,0,5,5,5
"Forager",0,1332.45760844733,4155.74072819756,3301.97637786826,-853.764350329301,0,0,0,3301.97637786826,4155.74072819756,3649.42185218774,5,8,3,6.46666666666667,5,8
"Forager",0,0,3274.57508693876,2637.69785987706,-636.877227061706,0,0,0,2637.69785987706,3274.57508693876,2764.90130099382,8,8,0,8,8,8
"Forager",3,1120.25965143474,2637.69785987706,966.978800181266,-1670.71905969579,0,0,0,966.978800181266,2637.69785987706,2096.48550194009,8,5,-3,7.15,5,8
"Forager",2,1032.86489045367,887.427743537467,241.867732448957,-645.56001108851,0,1,1,201.950488981829,887.427743537467,294.638747436656,5,4,-1,4.1,3,5
"Forager",1,3319.35402549496,241.867732448957,2987.8972539229,2746.02952147394,0,0,0,241.867732448957,2990.45314291998,1760.84617570658,5,4,-1,4.96666666666667,4,5
"Forager",2,1400,2985.87508111106,3312.70659733095,326.831516219886,0,0,0,2983.43593864524,3332.39028326515,3100.20868430394,5,3,-2,3.53333333333333,3,5
"Forager",3,1179.41125496954,3293.87689508883,1393.88521765603,-1899.99167743279,0,0,0,1393.88521765603,3293.87689508883,2511.91897924835,4,1,-3,1.8,1,4
"Forager",1,1080.02857069975,1362.47568785648,386.870779460016,-975.604908396469,0,1,0,257.186702611158,1362.47568785648,593.973329231991,2,1,-1,1.41666666666667,1,2
"Forager",0,3645.37084467344,386.870779460016,1170.23501913077,783.364239670757,0,0,0,386.870779460016,2634.53772036006,1204.36958946771,2,3,1,2.18333333333333,2,3
"Forager",1,1975.39105243401,1112.39246671308,1067.1199557688,-45.2725109442779,0,1,0,567.19837799486,1112.39246671308,825.653503499709,4,3,-1,3.56666666666667,3,4
"Forager",0,3201.33083075516,1067.1199557688,2723.38998309093,1656.27002732213,0,0,0,1067.1199557688,3700.86476380859,1599.43355304125,4,4,0,4,4,4
"Forager",1,2279.25310089238,2723.38998309093,3733.04339647961,1009.65341338868,0,0,0,2722.00900071987,3846.02353086925,3474.68277185713,5,6,1,5.13333333333333,4,6
"Forager",3,1080.02857069975,3712.18601365826,3027.76435674905,-684.421656909208,1,0,0,3027.76435674905,3712.18601365826,3267.5745797066,6,5,-1,5.18333333333333,4,6
"Forager",2,336.16652224137,3027.76435674905,3182.67136223645,154.907005487395,0,0,0,3027.76435674905,3192.9041639235,3060.44881545088,5,3,-2,4.66666666666667,3,5
"Forager",2,280,3162.63766498788,1368.5455783422,-1794.09208664568,1,0,0,963.88640409542,3162.63766498788,1949.56194863688,4,4,0,3.5,2,4
"Forager",0,0,1413.32126567175,1413.32126567175,0,0,0,0,1413.32126567175,1413.32126567175,1413.32126567175,5,5,0,5,5,5
"Forager",1,882.627412623229,1413.32126567175,2055.96522344129,642.643957769541,0,1,0,1413.32126567175,3147.15506449873,2183.15979895645,5,4,-1,4.18333333333333,4,5
"Forager",1,1429.85318811622,2055.96522344129,1030.69879208234,-1025.26643135895,0,0,0,1030.69879208234,2055.96522344129,1612.82407264372,5,5,0,4.56666666666667,4,5
"Forager",1,1679.85142989741,991.993951594464,548.847884208366,-443.146067386098,0,0,0,533.835180556696,991.993951594464,639.665957803391,5,4,-1,4.98333333333333,4,5
"Forager",0,0,611.373862705955,816.943082472702,205.569219766747,0,1,0,611.373862705955,816.943082472702,801.061849179061,5,5,0,5,5,5
"Forager",0,1933.48356743957,816.943082472702,443.288844885589,-373.654237587113,0,0,0,443.288844885589,1926.78851979142,878.126704435004,5,5,0,5,5,5
"Forager",0,279.404112294606,443.288844885589,267.725605798175,-175.563239087414,0,0,0,267.725605798175,494.385477132976,435.027056492706,5,5,0,5,5,5
"Forager",1,1760.45916165304,266.956925364374,339.166625716623,72.2097003522491,0,1,1,150.003333296297,339.166625716623,260.531429177315,5,4,-1,4.7,4,5
"Forager",0,1151.90933176688,339.166625716623,2767.73210408811,2428.56547837149,0,0,0,339.166625716623,3278.90972733316,996.141505367014,5,5,0,5,5,5
"Forager",0,2321.02647865869,2771.21291134406,1318.18549529268,-1453.02741605138,0,0,0,1318.18549529268,2805.71220904782,2333.2110038646,5,6,1,5.51666666666667,5,6
"Forager",3,1719.82041789803,1279.44245669745,538.741125216926,-740.701331480521,0,0,0,169.673215328761,1279.44245669745,597.674972272716,6,3,-3,4.93333333333333,3,6
"Forager",0,160,585.834447604441,2085.48555497275,1499.65110736831,0,1,0,585.834447604441,2085.48555497275,1612.72626367073,4,4,0,4,4,4
"Forager",3,4369.45375287801,2085.48555497275,3718.12694780584,1632.64139283309,0,0,0,2085.48555497275,4502.89906615727,3955.06050371494,5,8,3,4.2,2,8
"Forager",0,2360,3756.99720521589,3718.12694780584,-38.8702574100448,0,0,0,3718.12694780584,3756.99720521589,3737.56207651087,8,8,0,8,8,8
"Forager",0,2360,3756.99720521589,3718.12694780584,-38.8702574100448,0,0,0,3718.12694780584,3756.99720521589,3737.56207651087,8,8,0,8,8,8
"Forager",0,2360,3756.99720521589,3727.81812861089,-29.1790766049985,0,0,0,3718.12694780584,3756.99720521589,3737.72359619095,8,8,0,8,8,8
"Forager",0,2360,3776.57887511965,4189.20374295641,412.624867836761,0,0,0,3748.4060612479,4223.74099584717,4082.57771700817,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4189.20374295641,-34.5372528907546,0,0,0,4189.20374295641,4223.74099584717,4206.47236940179,8,8,0,8,8,8
"Forager",0,2360,4223.74099584717,4134.4779597913,-89.2630360558687,0,0,0,4134.4779597913,4223.74099584717,4205.5602730157,8,8,0,8,8,8
"Forager",0,2360,4114.48028309773,3589.33810054166,-525.142182556075,0,0,0,3589.33810054166,4114.48028309773,3654.51001660459,8,8,0,8,8,8
"Forager",0,2360,3625.17696119789,3589.33810054166,-35.8388606562362,0,0,0,3589.33810054166,3625.17696119789,3607.25753086978,8,8,0,8,8,8
"Forager",0,2360,3625.17696119789,3520.83910453176,-104.337856666135,0,0,0,3520.83910453176,3625.17696119789,3604.38437818555,8,8,0,8,8,8
"Forager",0,2360,3541.34268322059,2882.8798101898,-658.462873030785,0,0,0,2882.8798101898,3541.34268322059,3088.80641633376,8,8,0,8,8,8
"Forager",0,2360,2915.77022414319,2938.59081874289,22.8205945997033,0,0,0,2882.8798101898,2938.59081874289,2900.25353397571,8,8,0,8,8,8
